Course code,Study period,Academic year,Instance_id,Examiner,Planned number of Students,Senior Hours,Assistant Hours
1081,2.0,2020-2021,I-1557,19570615-0011,50,240,280
1070,3.0,2020-2021,I-1558,19620424-0026,50,240,200
1050,3.0,2020-2021,I-1559,19620424-0026,20,260,300
1006,4.0,2020-2021,I-1560,19640414-0013,40,260,360
1277,4.0,2021-2022,I-1561,19630126-0001,50,280,420
1265,1.0,2021-2022,I-1562,19600905-0003,20,280,360
1189,3.0,2021-2022,I-1563,19570826-0012,50,280,240
1141,4.0,2021-2022,I-1564,19620831-0024,20,260,240
1299,4.0,2021-2022,I-1565,19560705-0025,40,260,420
1248,4.0,2021-2022,I-1566,19620831-0024,40,260,240
1185,2.0,2021-2022,I-1567,19640414-0013,40,260,360
1114,3.0,2021-2022,I-1568,19611219-0014,40,260,240
1106,3.0,2021-2022,I-1569,19560705-0025,50,240,240
1032,1.0,2021-2022,I-1570,19620424-0026,40,280,280
1199,2.0,2022-2023,I-1571,19620424-0026,20,240,200
1140,3.0,2022-2023,I-1572,19630126-0001,60,260,280
1223,4.0,2022-2023,I-1573,19560705-0025,40,240,240
1206,1.0,2022-2023,I-1574,19680712-0028,60,260,300
1191,2.0,2022-2023,I-1575,19580515-0017,50,260,200
1283,1.0,2022-2023,I-1576,19690513-0015,20,280,280
1145,3.0,2022-2023,I-1577,19580515-0017,40,260,200
1040,1.0,2022-2023,I-1578,19561222-0030,60,260,280
1041,4.0,2022-2023,I-1579,19580515-0017,20,240,200
1259,3.0,2023-2024,I-1580,19680712-0028,20,280,240
1216,1.0,2023-2024,I-1581,19570615-0011,40,280,420
1167,4.0,2023-2024,I-1582,19580218-0007,60,280,200
1203,4.0,2023-2024,I-1583,19570826-0012,40,260,300
1175,4.0,2023-2024,I-1584,19611219-0014,60,240,280
1121,1.0,2023-2024,I-1585,19610918-0027,60,240,200
1077,2.0,2023-2024,I-1586,19620831-0024,40,260,360
1054,4.0,2013-2014,I-1587,19600814-0002,20,280,420
1032,2.0,2013-2014,I-1588,19600905-0003,50,260,420
1299,3.0,2013-2014,I-1589,19580218-0007,60,240,420
1294,2.0,2013-2014,I-1590,19570826-0012,20,240,420
1157,4.0,2013-2014,I-1591,19620522-0023,20,240,420
1285,3.0,2013-2014,I-1592,19610620-0006,60,260,240
1229,3.0,2013-2014,I-1593,19660630-0020,50,280,280
1205,4.0,2013-2014,I-1594,19560705-0025,40,240,240
1175,3.0,2013-2014,I-1595,19650303-0019,50,240,280
1145,2.0,2013-2014,I-1596,19680712-0028,20,240,240
1095,4.0,2014-2015,I-1597,19561222-0030,50,280,280
1254,2.0,2014-2015,I-1598,19611219-0014,40,240,240
1242,1.0,2014-2015,I-1599,19610918-0027,60,260,200
1205,1.0,2014-2015,I-1600,19600529-0021,20,240,240
1074,3.0,2014-2015,I-1601,19570826-0012,20,260,240
1247,2.0,2014-2015,I-1602,19660630-0020,40,280,240
1173,4.0,2014-2015,I-1603,19610918-0027,50,260,200
1164,4.0,2014-2015,I-1604,19620522-0023,20,240,300
1142,3.0,2014-2015,I-1605,19640414-0013,20,240,240
1015,4.0,2014-2015,I-1606,19640220-0029,40,280,420
1295,4.0,2015-2016,I-1607,19640220-0029,60,260,420
1243,4.0,2015-2016,I-1608,19610623-0005,20,280,280
1061,3.0,2015-2016,I-1609,19560705-0025,20,240,300
1015,3.0,2015-2016,I-1610,19570826-0012,50,240,240
1296,3.0,2015-2016,I-1611,19560705-0025,20,280,240
1284,2.0,2015-2016,I-1612,19561222-0030,50,260,360
1113,1.0,2015-2016,I-1613,19580515-0017,40,280,300
1084,3.0,2015-2016,I-1614,19611219-0014,60,260,360
1292,1.0,2016-2017,I-1615,19600814-0002,40,260,360
1108,1.0,2016-2017,I-1616,19580218-0007,50,240,200
1280,1.0,2016-2017,I-1617,19690408-0009,60,240,300
1146,2.0,2016-2017,I-1618,19680712-0028,20,280,280
1104,1.0,2016-2017,I-1619,19560705-0025,20,280,360
1191,4.0,2016-2017,I-1620,19611219-0014,50,240,200
1190,1.0,2016-2017,I-1621,19560705-0025,20,260,420
1153,4.0,2016-2017,I-1622,19601021-0018,60,280,200
1144,3.0,2016-2017,I-1623,19610918-0027,40,260,240
1064,2.0,2016-2017,I-1624,19590129-0004,20,240,200
1199,4.0,2017-2018,I-1625,19620522-0023,40,260,300
1277,2.0,2017-2018,I-1626,19620522-0023,40,280,200
1152,3.0,2017-2018,I-1627,19570615-0011,20,240,300
1290,3.0,2017-2018,I-1628,19620522-0023,50,280,200
1209,3.0,2017-2018,I-1629,19590129-0004,20,260,300
1108,4.0,2017-2018,I-1630,19560612-0010,40,260,280
1059,4.0,2017-2018,I-1631,19610918-0027,50,280,300
1276,2.0,2018-2019,I-1632,19560812-0016,20,280,420
1205,1.0,2018-2019,I-1633,19590129-0004,50,280,420
1238,2.0,2018-2019,I-1634,19600814-0002,40,240,200
1159,1.0,2018-2019,I-1635,19610620-0006,40,240,280
1097,3.0,2018-2019,I-1636,19610918-0027,60,260,300
1269,2.0,2018-2019,I-1637,19570615-0011,20,240,200
1244,4.0,2018-2019,I-1638,19640414-0013,20,280,240
1221,3.0,2018-2019,I-1639,19610623-0005,40,280,200
1149,2.0,2018-2019,I-1640,19570828-0008,60,260,200
1031,4.0,2018-2019,I-1641,19610620-0006,50,280,240
1150,1.0,2019-2020,I-1642,19640414-0013,20,280,420
1054,3.0,2019-2020,I-1643,19650303-0019,50,260,420
1043,1.0,2019-2020,I-1644,19620831-0024,50,280,200
1024,4.0,2019-2020,I-1645,19660630-0020,40,280,280
1269,2.0,2019-2020,I-1646,19690917-0022,40,240,360
1217,1.0,2019-2020,I-1647,19610620-0006,40,280,300
1197,3.0,2019-2020,I-1648,19690513-0015,20,280,280
1126,2.0,2019-2020,I-1649,19690408-0009,50,260,240
1086,2.0,2019-2020,I-1650,19570615-0011,50,260,420
1116,2.0,2020-2021,I-1651,19570615-0011,20,280,360
1255,2.0,2020-2021,I-1652,19680712-0028,40,240,300
1239,4.0,2020-2021,I-1653,19590129-0004,20,240,240
1080,2.0,2020-2021,I-1654,19620831-0024,40,260,200
1051,1.0,2020-2021,I-1655,19570826-0012,50,280,360
1238,2.0,2020-2021,I-1656,19580218-0007,40,260,200
1188,4.0,2020-2021,I-1657,19600529-0021,50,280,280
1179,1.0,2020-2021,I-1658,19690513-0015,20,240,360
1079,4.0,2020-2021,I-1659,19610918-0027,20,260,360
1156,3.0,2021-2022,I-1660,19620424-0026,50,240,420
1103,4.0,2021-2022,I-1661,19570826-0012,40,260,420
1257,1.0,2021-2022,I-1662,19620424-0026,40,240,280
1203,2.0,2021-2022,I-1663,19580218-0007,60,240,360
1044,4.0,2021-2022,I-1664,19690917-0022,50,260,300
1285,3.0,2021-2022,I-1665,19660630-0020,50,280,300
1276,4.0,2021-2022,I-1666,19561222-0030,50,260,240
1187,4.0,2021-2022,I-1667,19640220-0029,50,280,240
1163,3.0,2021-2022,I-1668,19690408-0009,40,240,420
1156,4.0,2022-2023,I-1669,19610620-0006,60,240,300
1136,3.0,2022-2023,I-1670,19660630-0020,60,280,420
1244,3.0,2022-2023,I-1671,19690917-0022,20,280,360
1172,3.0,2022-2023,I-1672,19690408-0009,20,260,300
1165,2.0,2022-2023,I-1673,19561222-0030,40,260,360
1067,1.0,2022-2023,I-1674,19620424-0026,40,260,240
1249,3.0,2022-2023,I-1675,19640414-0013,50,260,420
1190,2.0,2022-2023,I-1676,19680712-0028,40,260,240
1075,1.0,2022-2023,I-1677,19601021-0018,20,240,300
1063,4.0,2022-2023,I-1678,19650303-0019,20,280,300
1050,4.0,2022-2023,I-1679,19680712-0028,20,240,240
1007,4.0,2022-2023,I-1680,19680712-0028,20,260,420
1193,4.0,2023-2024,I-1681,19630126-0001,20,280,200
1170,3.0,2023-2024,I-1682,19640220-0029,20,280,240
1232,4.0,2023-2024,I-1683,19600529-0021,20,260,200
1145,1.0,2023-2024,I-1684,19610918-0027,40,240,240
1074,3.0,2023-2024,I-1685,19680712-0028,40,240,300
1016,2.0,2023-2024,I-1686,19620831-0024,60,280,360
1244,1.0,2023-2024,I-1687,19650303-0019,50,260,200
1105,4.0,2023-2024,I-1688,19560812-0016,50,240,200
1094,4.0,2023-2024,I-1689,19690917-0022,60,260,280
1087,4.0,2023-2024,I-1690,19680712-0028,60,280,420
1004,2.0,2023-2024,I-1691,19690408-0009,60,280,200
1117,3.0,2013-2014,I-1692,19660630-0020,40,280,200
1163,3.0,2013-2014,I-1693,19610623-0005,60,280,240
1128,1.0,2013-2014,I-1694,19560612-0010,50,280,240
1251,2.0,2013-2014,I-1695,19690513-0015,20,260,300
1242,4.0,2013-2014,I-1696,19561222-0030,50,260,280
1182,2.0,2013-2014,I-1697,19610623-0005,50,240,240
1029,4.0,2013-2014,I-1698,19610918-0027,60,240,360
1017,1.0,2013-2014,I-1699,19580515-0017,20,260,200
1226,4.0,2014-2015,I-1700,19600814-0002,50,260,200
1219,4.0,2014-2015,I-1701,19600814-0002,60,240,280
1295,2.0,2014-2015,I-1702,19560705-0025,60,240,200
1052,1.0,2014-2015,I-1703,19610623-0005,40,280,200
1007,1.0,2014-2015,I-1704,19640220-0029,50,280,420
1256,3.0,2014-2015,I-1705,19570615-0011,60,240,360
1167,1.0,2014-2015,I-1706,19561222-0030,20,240,200
1065,2.0,2014-2015,I-1707,19630126-0001,40,280,200
1049,2.0,2014-2015,I-1708,19630126-0001,60,260,280
1268,4.0,2015-2016,I-1709,19650303-0019,50,240,280
1259,2.0,2015-2016,I-1710,19600529-0021,50,280,420
1053,3.0,2015-2016,I-1711,19611219-0014,20,280,280
1035,3.0,2015-2016,I-1712,19660630-0020,50,280,360
1284,2.0,2015-2016,I-1713,19690917-0022,40,240,360
1271,3.0,2015-2016,I-1714,19580218-0007,60,240,300
1206,1.0,2015-2016,I-1715,19570828-0008,20,240,300
1170,4.0,2015-2016,I-1716,19570615-0011,20,280,300
1121,1.0,2016-2017,I-1717,19601021-0018,40,240,280
1250,2.0,2016-2017,I-1718,19560612-0010,50,240,200
1236,1.0,2016-2017,I-1719,19630126-0001,40,280,280
1219,2.0,2016-2017,I-1720,19580515-0017,50,260,420
1200,3.0,2016-2017,I-1721,19580515-0017,50,280,200
1153,2.0,2016-2017,I-1722,19600529-0021,60,260,360
1135,3.0,2016-2017,I-1723,19610918-0027,60,280,280
1126,4.0,2016-2017,I-1724,19600905-0003,20,260,200
1058,2.0,2016-2017,I-1725,19660630-0020,20,240,200
1272,4.0,2017-2018,I-1726,19680712-0028,20,280,200
1010,3.0,2017-2018,I-1727,19580515-0017,50,260,240
1264,4.0,2017-2018,I-1728,19610620-0006,60,260,280
1118,4.0,2017-2018,I-1729,19610918-0027,40,280,240
1106,4.0,2017-2018,I-1730,19570826-0012,40,280,200
1072,3.0,2017-2018,I-1731,19570615-0011,40,280,420
1267,1.0,2017-2018,I-1732,19600905-0003,40,260,420
1139,2.0,2017-2018,I-1733,19660630-0020,50,260,300
1138,3.0,2017-2018,I-1734,19570615-0011,60,240,360
1029,3.0,2017-2018,I-1735,19601021-0018,40,260,280
1150,4.0,2018-2019,I-1736,19620522-0023,20,280,200
1292,1.0,2018-2019,I-1737,19580218-0007,40,240,280
1191,2.0,2018-2019,I-1738,19600905-0003,20,260,200
1051,1.0,2018-2019,I-1739,19630126-0001,60,260,360
1264,3.0,2018-2019,I-1740,19650303-0019,50,280,280
1237,1.0,2018-2019,I-1741,19610620-0006,60,240,420
1164,2.0,2018-2019,I-1742,19640220-0029,60,240,240
1112,1.0,2018-2019,I-1743,19660630-0020,60,260,360
1105,1.0,2018-2019,I-1744,19570828-0008,60,240,420
1022,3.0,2018-2019,I-1745,19690408-0009,60,260,300
1296,2.0,2019-2020,I-1746,19610918-0027,60,280,280
1194,2.0,2019-2020,I-1747,19610623-0005,50,280,280
1247,4.0,2019-2020,I-1748,19600814-0002,20,240,280
1248,3.0,2019-2020,I-1749,19560705-0025,50,260,240
1122,3.0,2019-2020,I-1750,19610918-0027,20,260,300
1105,4.0,2019-2020,I-1751,19620424-0026,50,260,240
1293,4.0,2019-2020,I-1752,19611219-0014,20,260,240
1272,1.0,2019-2020,I-1753,19610623-0005,20,240,200
1259,2.0,2019-2020,I-1754,19620424-0026,60,280,420
1116,4.0,2019-2020,I-1755,19600814-0002,60,260,420
1061,3.0,2019-2020,I-1756,19610918-0027,60,240,240
1008,3.0,2019-2020,I-1757,19600529-0021,60,260,420
1119,2.0,2020-2021,I-1758,19561222-0030,50,240,300
1110,4.0,2020-2021,I-1759,19610623-0005,60,280,420
1011,1.0,2020-2021,I-1760,19570826-0012,60,280,420
1229,3.0,2020-2021,I-1761,19560612-0010,60,260,360
1198,3.0,2020-2021,I-1762,19680712-0028,40,240,420
1163,1.0,2020-2021,I-1763,19660630-0020,40,240,360
1073,2.0,2020-2021,I-1764,19690513-0015,60,240,200
1299,2.0,2021-2022,I-1765,19611219-0014,20,260,420
1292,2.0,2021-2022,I-1766,19570615-0011,20,260,280
1209,4.0,2021-2022,I-1767,19600905-0003,50,260,420
1168,4.0,2021-2022,I-1768,19690917-0022,40,280,420
1107,1.0,2021-2022,I-1769,19630126-0001,20,240,280
1080,1.0,2021-2022,I-1770,19601021-0018,60,260,200
1293,2.0,2021-2022,I-1771,19570828-0008,20,280,240
1284,4.0,2021-2022,I-1772,19640414-0013,20,280,280
1204,1.0,2021-2022,I-1773,19610623-0005,20,240,240
1104,1.0,2021-2022,I-1774,19620831-0024,20,260,420
1025,4.0,2021-2022,I-1775,19610620-0006,20,260,280
1024,3.0,2021-2022,I-1776,19620424-0026,60,260,240
1139,4.0,2022-2023,I-1777,19601021-0018,20,280,300
1212,1.0,2022-2023,I-1778,19560612-0010,50,280,280
1190,1.0,2022-2023,I-1779,19600529-0021,50,280,200
1163,1.0,2022-2023,I-1780,19600814-0002,60,240,240
1130,3.0,2022-2023,I-1781,19590129-0004,60,260,420
1259,4.0,2022-2023,I-1782,19620424-0026,50,260,360
1176,1.0,2022-2023,I-1783,19680712-0028,50,260,300
1149,1.0,2022-2023,I-1784,19580515-0017,50,280,360
1041,4.0,2022-2023,I-1785,19610620-0006,40,280,300
1265,1.0,2023-2024,I-1786,19630126-0001,20,240,240
1256,4.0,2023-2024,I-1787,19601021-0018,20,280,280
1110,2.0,2023-2024,I-1788,19640414-0013,40,260,240
1003,1.0,2023-2024,I-1789,19620424-0026,50,280,200
1184,3.0,2023-2024,I-1790,19560705-0025,40,240,300
1163,3.0,2023-2024,I-1791,19610623-0005,60,280,200
1053,2.0,2023-2024,I-1792,19560612-0010,60,260,240
1020,4.0,2023-2024,I-1793,19610620-0006,60,280,200
1037,4.0,2013-2014,I-1794,19560612-0010,40,280,360
1288,1.0,2013-2014,I-1795,19580515-0017,60,240,200
1204,3.0,2013-2014,I-1796,19590129-0004,40,240,240
1149,4.0,2013-2014,I-1797,19690408-0009,60,240,420
1259,1.0,2013-2014,I-1798,19610918-0027,50,280,300
1251,2.0,2013-2014,I-1799,19640414-0013,20,280,240
1111,1.0,2013-2014,I-1800,19690513-0015,20,280,200
1080,3.0,2013-2014,I-1801,19630126-0001,40,240,240
1071,1.0,2013-2014,I-1802,19690917-0022,40,280,240
1015,1.0,2014-2015,I-1803,19611219-0014,40,280,240
1283,3.0,2014-2015,I-1804,19600529-0021,20,260,240
1142,4.0,2014-2015,I-1805,19620522-0023,40,240,280
1132,1.0,2014-2015,I-1806,19620522-0023,60,260,200
1245,4.0,2014-2015,I-1807,19570615-0011,20,240,240
1216,4.0,2014-2015,I-1808,19611219-0014,50,240,200
1173,1.0,2014-2015,I-1809,19690513-0015,60,240,240
1014,3.0,2014-2015,I-1810,19690513-0015,20,240,280
1216,4.0,2015-2016,I-1811,19580515-0017,20,280,280
1092,1.0,2015-2016,I-1812,19640220-0029,40,240,200
1264,4.0,2015-2016,I-1813,19561222-0030,40,240,280
1196,2.0,2015-2016,I-1814,19660630-0020,50,280,280
1028,1.0,2015-2016,I-1815,19560812-0016,60,260,280
1171,1.0,2015-2016,I-1816,19620424-0026,40,280,420
1145,4.0,2015-2016,I-1817,19570826-0012,50,240,240
1087,3.0,2015-2016,I-1818,19560612-0010,50,280,300
1086,4.0,2015-2016,I-1819,19560705-0025,40,260,200
1058,4.0,2016-2017,I-1820,19690513-0015,40,260,200
1220,3.0,2016-2017,I-1821,19660630-0020,60,280,200
1213,2.0,2016-2017,I-1822,19580218-0007,20,240,200
1118,1.0,2016-2017,I-1823,19580218-0007,50,240,420
1098,4.0,2016-2017,I-1824,19680712-0028,50,280,280
1241,2.0,2016-2017,I-1825,19640220-0029,50,240,420
1236,2.0,2016-2017,I-1826,19680712-0028,60,260,300
1215,4.0,2016-2017,I-1827,19600905-0003,50,240,360
1161,1.0,2016-2017,I-1828,19580515-0017,50,260,420
1010,1.0,2016-2017,I-1829,19680712-0028,20,240,280
1030,3.0,2017-2018,I-1830,19620522-0023,20,260,300
1292,3.0,2017-2018,I-1831,19690513-0015,20,280,200
1222,4.0,2017-2018,I-1832,19640220-0029,60,280,420
1213,1.0,2017-2018,I-1833,19600529-0021,40,260,300
1199,1.0,2017-2018,I-1834,19620424-0026,20,260,360
1261,3.0,2017-2018,I-1835,19640414-0013,60,260,300
1255,1.0,2017-2018,I-1836,19620522-0023,40,260,240
1253,1.0,2017-2018,I-1837,19600529-0021,50,280,420
1185,2.0,2017-2018,I-1838,19650303-0019,40,260,200
1105,1.0,2017-2018,I-1839,19650303-0019,60,240,280
1091,2.0,2017-2018,I-1840,19690513-0015,40,260,240
1228,2.0,2018-2019,I-1841,19560812-0016,40,240,360
1094,4.0,2018-2019,I-1842,19560812-0016,50,280,280
1257,4.0,2018-2019,I-1843,19580515-0017,40,260,360
1176,1.0,2018-2019,I-1844,19690513-0015,20,240,240
1135,4.0,2018-2019,I-1845,19610620-0006,40,280,300
1020,1.0,2018-2019,I-1846,19620522-0023,40,240,300
1199,4.0,2018-2019,I-1847,19610623-0005,60,260,300
1171,1.0,2018-2019,I-1848,19580515-0017,20,260,280
1121,1.0,2018-2019,I-1849,19610623-0005,40,240,200
1023,2.0,2018-2019,I-1850,19570615-0011,40,260,280
1031,4.0,2019-2020,I-1851,19620522-0023,60,240,240
1233,1.0,2019-2020,I-1852,19650303-0019,20,280,420
1189,2.0,2019-2020,I-1853,19630126-0001,20,260,420
1152,4.0,2019-2020,I-1854,19680712-0028,60,240,300
1296,3.0,2019-2020,I-1855,19600905-0003,60,260,240
1271,1.0,2019-2020,I-1856,19561222-0030,40,280,200
1166,2.0,2019-2020,I-1857,19690513-0015,60,280,200
1007,2.0,2019-2020,I-1858,19570828-0008,40,280,420
1217,3.0,2020-2021,I-1859,19690513-0015,40,280,280
1101,1.0,2020-2021,I-1860,19610620-0006,40,280,300
1136,4.0,2020-2021,I-1861,19640220-0029,40,280,360
1132,4.0,2020-2021,I-1862,19640414-0013,40,240,200
1262,4.0,2020-2021,I-1863,19640220-0029,20,280,420
1257,1.0,2020-2021,I-1864,19580515-0017,20,260,420
1255,3.0,2020-2021,I-1865,19600905-0003,40,280,240
1198,1.0,2020-2021,I-1866,19610623-0005,60,280,300
1069,2.0,2020-2021,I-1867,19560612-0010,40,260,420
1026,4.0,2020-2021,I-1868,19610918-0027,40,280,300
1234,1.0,2021-2022,I-1869,19560705-0025,60,240,200
1038,3.0,2021-2022,I-1870,19640414-0013,50,280,360
1251,4.0,2021-2022,I-1871,19560812-0016,40,260,420
1203,4.0,2021-2022,I-1872,19600814-0002,60,260,240
1172,2.0,2021-2022,I-1873,19570826-0012,20,240,300
1039,3.0,2021-2022,I-1874,19560705-0025,60,280,420
1270,4.0,2021-2022,I-1875,19620424-0026,60,240,280
1140,1.0,2021-2022,I-1876,19640414-0013,40,240,240
1126,3.0,2021-2022,I-1877,19620831-0024,40,280,420
1093,2.0,2021-2022,I-1878,19601021-0018,60,260,200
1084,4.0,2021-2022,I-1879,19570828-0008,60,240,240
1256,3.0,2022-2023,I-1880,19680712-0028,50,260,240
1112,3.0,2022-2023,I-1881,19620424-0026,20,240,280
1286,1.0,2022-2023,I-1882,19560812-0016,60,280,420
1069,3.0,2022-2023,I-1883,19600905-0003,20,260,200
1052,4.0,2022-2023,I-1884,19570828-0008,20,240,300
1003,1.0,2022-2023,I-1885,19570828-0008,60,260,420
1275,3.0,2022-2023,I-1886,19610620-0006,40,260,240
1110,1.0,2022-2023,I-1887,19630126-0001,40,240,200
1109,4.0,2022-2023,I-1888,19680712-0028,40,260,280
1066,3.0,2022-2023,I-1889,19690917-0022,20,240,200
1067,4.0,2022-2023,I-1890,19561222-0030,50,240,360
1030,3.0,2022-2023,I-1891,19620522-0023,20,260,360
1077,3.0,2023-2024,I-1892,19590129-0004,50,280,300
1011,3.0,2023-2024,I-1893,19560612-0010,50,260,300
1218,3.0,2023-2024,I-1894,19690917-0022,60,240,280
1187,2.0,2023-2024,I-1895,19630126-0001,40,240,360
1162,4.0,2023-2024,I-1896,19570615-0011,20,260,280
1021,3.0,2023-2024,I-1897,19620424-0026,20,280,360
1276,2.0,2023-2024,I-1898,19690917-0022,20,260,280
1263,4.0,2023-2024,I-1899,19600529-0021,60,280,240
1222,4.0,2023-2024,I-1900,19620831-0024,60,240,360
1173,2.0,2023-2024,I-1901,19650303-0019,40,280,420
1144,4.0,2023-2024,I-1902,19690408-0009,50,260,280
1092,4.0,2023-2024,I-1903,19610620-0006,60,260,420
1211,2.0,2013-2014,I-1904,19680712-0028,40,280,200
1156,1.0,2013-2014,I-1905,19690513-0015,50,240,420
1251,3.0,2013-2014,I-1906,19560612-0010,50,240,300
1246,4.0,2013-2014,I-1907,19610623-0005,40,240,280
1146,4.0,2013-2014,I-1908,19620424-0026,50,280,420
1117,2.0,2013-2014,I-1909,19640414-0013,40,260,420
1290,2.0,2013-2014,I-1910,19600529-0021,50,280,200
1257,1.0,2013-2014,I-1911,19561222-0030,50,280,300
1170,4.0,2013-2014,I-1912,19660630-0020,60,280,280
1141,3.0,2013-2014,I-1913,19610623-0005,40,260,240
1026,3.0,2014-2015,I-1914,19610623-0005,40,260,280
1138,4.0,2014-2015,I-1915,19600905-0003,50,280,360
1057,2.0,2014-2015,I-1916,19570615-0011,20,280,360
1233,3.0,2014-2015,I-1917,19610623-0005,40,240,280
1188,3.0,2014-2015,I-1918,19600905-0003,60,280,420
1117,4.0,2014-2015,I-1919,19690917-0022,40,260,300
1113,1.0,2014-2015,I-1920,19570615-0011,50,240,360
1030,4.0,2014-2015,I-1921,19690513-0015,20,240,240
1195,3.0,2015-2016,I-1922,19570826-0012,60,240,280
1010,2.0,2015-2016,I-1923,19570826-0012,20,260,280
1297,1.0,2015-2016,I-1924,19570826-0012,50,280,280
1156,4.0,2015-2016,I-1925,19601021-0018,60,240,300
1287,3.0,2015-2016,I-1926,19560705-0025,40,260,360
1196,2.0,2015-2016,I-1927,19650303-0019,60,260,240
1183,1.0,2015-2016,I-1928,19620424-0026,50,260,360
1142,2.0,2015-2016,I-1929,19650303-0019,50,280,240
1058,3.0,2015-2016,I-1930,19630126-0001,50,280,420
1271,2.0,2016-2017,I-1931,19600529-0021,50,240,300
1104,2.0,2016-2017,I-1932,19570828-0008,40,260,200
1258,2.0,2016-2017,I-1933,19560612-0010,40,240,200
1181,2.0,2016-2017,I-1934,19660630-0020,50,240,280
1142,3.0,2016-2017,I-1935,19630126-0001,60,240,300
1094,1.0,2016-2017,I-1936,19601021-0018,20,240,360
1270,3.0,2016-2017,I-1937,19560612-0010,50,240,420
1266,4.0,2016-2017,I-1938,19600905-0003,60,240,360
1226,3.0,2016-2017,I-1939,19600529-0021,60,260,420
1077,3.0,2016-2017,I-1940,19690408-0009,40,280,420
1015,2.0,2016-2017,I-1941,19660630-0020,60,260,360
1233,2.0,2017-2018,I-1942,19580515-0017,20,280,420
1172,4.0,2017-2018,I-1943,19600529-0021,60,260,300
1286,3.0,2017-2018,I-1944,19600529-0021,40,240,300
1238,2.0,2017-2018,I-1945,19570615-0011,20,280,360
1299,3.0,2017-2018,I-1946,19560612-0010,20,280,280
1186,3.0,2017-2018,I-1947,19640220-0029,60,260,360
1176,4.0,2017-2018,I-1948,19580515-0017,50,240,280
1169,4.0,2017-2018,I-1949,19601021-0018,60,240,420
1098,3.0,2017-2018,I-1950,19601021-0018,50,260,240
1026,4.0,2017-2018,I-1951,19630126-0001,40,260,280
1107,3.0,2018-2019,I-1952,19650303-0019,50,280,240
1045,1.0,2018-2019,I-1953,19640220-0029,40,260,280
1205,4.0,2018-2019,I-1954,19560812-0016,50,280,300
1109,1.0,2018-2019,I-1955,19680712-0028,60,260,420
1104,1.0,2018-2019,I-1956,19620424-0026,20,280,240
1266,1.0,2018-2019,I-1957,19660630-0020,20,240,280
1130,2.0,2018-2019,I-1958,19630126-0001,50,280,200
1115,3.0,2018-2019,I-1959,19620831-0024,50,280,420
1094,1.0,2018-2019,I-1960,19620831-0024,20,280,240
1008,4.0,2018-2019,I-1961,19620831-0024,60,280,240
1123,2.0,2019-2020,I-1962,19620522-0023,20,260,200
1015,1.0,2019-2020,I-1963,19561222-0030,50,280,240
1291,2.0,2019-2020,I-1964,19640414-0013,60,260,360
1148,2.0,2019-2020,I-1965,19650303-0019,50,260,300
1082,1.0,2019-2020,I-1966,19620424-0026,40,240,420
1251,1.0,2019-2020,I-1967,19600905-0003,40,280,280
1250,4.0,2019-2020,I-1968,19570828-0008,60,260,360
1228,1.0,2019-2020,I-1969,19570615-0011,50,240,280
1018,4.0,2019-2020,I-1970,19560705-0025,60,260,200
1258,3.0,2020-2021,I-1971,19630126-0001,60,260,360
1289,1.0,2020-2021,I-1972,19620424-0026,20,280,300
1265,4.0,2020-2021,I-1973,19601021-0018,20,260,420
1116,3.0,2020-2021,I-1974,19600814-0002,20,260,360
1282,4.0,2020-2021,I-1975,19600814-0002,20,260,240
1234,1.0,2020-2021,I-1976,19690917-0022,50,280,240
1209,3.0,2020-2021,I-1977,19570615-0011,60,260,300
1114,1.0,2020-2021,I-1978,19570615-0011,20,240,420
1098,1.0,2020-2021,I-1979,19570615-0011,60,280,200
1030,3.0,2020-2021,I-1980,19590129-0004,50,240,200
1147,2.0,2021-2022,I-1981,19640414-0013,40,240,280
1212,4.0,2021-2022,I-1982,19570828-0008,20,240,240
1183,2.0,2021-2022,I-1983,19570828-0008,60,260,360
1082,4.0,2021-2022,I-1984,19680712-0028,50,240,420
1003,3.0,2021-2022,I-1985,19600905-0003,20,260,200
1281,1.0,2021-2022,I-1986,19690917-0022,40,260,300
1265,1.0,2021-2022,I-1987,19680712-0028,20,260,300
1171,2.0,2021-2022,I-1988,19611219-0014,20,260,360
1148,1.0,2021-2022,I-1989,19630126-0001,20,240,200
